标题,价格,样式,楼层,朝向,面积,小区,地址
高区景观房，高清实拍，有钥匙，3室2厅,12000元/月,3室 2厅,高区/11层,朝南北,闵行 金汇,锦绣江南(二期),金汇南路91弄
实地看房，简约二室，看房方便，附近有地铁,7900元/月,2室 2厅,低区/24层,暂无数据,浦东 源深,桃林小区,"民生路818弄,灵山路701弄"
久安小区，1室0厅1卫，好房待租，人气房源,5000元/月,1室 0厅,高区/6层,暂无数据,徐汇 衡山路,久安小区,高安路82弄1-5号
珠光苑，精致户型，好房好心情，高清照片,5000元/月,2室 2厅,低区/6层,暂无数据,浦东 川沙,珠光苑,华夏二路200弄
曹杨三村，温馨一室，人气房源，生活很便利,3300元/月,1室 0厅,中区/6层,暂无数据,普陀 曹杨,曹杨三村（兰岭园）,"曹杨三村95号-129号,"
学林苑，实地看房，有钥匙房源，2室2厅1卫,4300元/月,2室 2厅,中区/6层,朝南,宝山 上大,学林苑,聚丰园路188弄
有爱有家，温馨之家，钥匙在店，高区景观好,5500元/月,1室 1厅,高区/24层,暂无数据,闸北 不夜城,三兴大楼,中兴路1340弄
翔殷路491弄，真实在租，小户型，高区阳光房,3550元/月,1室 0厅,高区/6层,暂无数据,杨浦 黄兴公园,翔殷路491弄,翔殷路491弄
适合自住，有钥匙，好楼层，交通便利,5800元/月,2室 1厅,中区/29层,朝西南,杨浦 东外滩,霍兰公寓,长阳路1220弄
士林华苑，一链倾城，钥匙在链家，简约二室,12500元/月,2室 2厅,高区/23层,朝南北,黄浦 豫园,士林华苑,河南南路555弄
人气房源，简约二室，享受好房，链家有钥匙,4200元/月,2室 1厅,低区/25层,暂无数据,嘉定 菊园新区,新城悠活城,"红石路333弄,"
附近有地铁，人气房源，上门实勘，有钥匙房源,3600元/月,1室 1厅,中区/6层,朝北,普陀 光新,光新路430弄,光新路430弄
华容小区，精致户型，好房好心情，人气房源,7300元/月,2室 1厅,低区/18层,朝东,徐汇 龙华,华容小区,华容路111弄
有钥匙，放心好房，实地看房，交通便利,7200元/月,3室 2厅,高区/6层,暂无数据,浦东 三林,盛源公寓,永泰路1299弄
零陵小区，1室0厅，链家房源，人气房源,5000元/月,1室 0厅,中区/6层,朝南,徐汇 徐家汇,零陵小区,"零陵路677弄1-12号,斜土路2590......"
地铁沿线，钥匙在链家，3房出租，链家好房,6300元/月,3室 1厅,低区/6层,朝南,普陀 甘泉宜川,泰山一村,华阴路50弄
瑞金花园，一链倾城，光线充足，实地看房,13500元/月,3室 2厅,中区/20层,朝东北,黄浦 打浦桥,瑞金花园,建国西路91弄1-3号
实地看房，4室2厅，好房好心情，近地铁,14500元/月,4室 2厅,中区/18层,暂无数据,长宁 中山公园,上海花城,长宁路1818弄1-44号
简约二室，近地铁，好楼层，看房方便,6000元/月,2室 2厅,中区/8层,朝南北,浦东 唐镇,毕加索小镇（一期）（公寓）,春泉路45弄
龙吴路11弄，南北通透，享受好房，上门实拍,5700元/月,2室 1厅,高区/6层,朝南北,徐汇 万体馆,龙吴路11弄,龙吴路11弄
链家房源，好楼层，高清照片，生活很便利,8200元/月,3室 2厅,中区/11层,暂无数据,浦东 三林,名嘉新苑,永泰路1650弄
天山五村，如您所见，钥匙在店，人气房源,2800元/月,1室 0厅,中区/6层,朝北,长宁 天山,天山五村(旧),天山五村1-150号
银杏苑，出行方便，好房待租，人气房源,4200元/月,2室 1厅,中区/6层,暂无数据,浦东 三林,银杏苑(三林),南林路658弄
南北户型，附近有地铁，好房好心情，光线充足,12000元/月,2室 2厅,中区/17层,朝南北,徐汇 康健,漕河景苑,康健路58弄
钦江大楼，一链倾城，适合自住，实地看房,5800元/月,2室 1厅,中区/16层,暂无数据,徐汇 漕河泾,钦江大楼,钦江路15号
交通方便，2室1厅，实地看房，有钥匙房源,2500元/月,2室 1厅,高区/5层,暂无数据,闵行 老闵行,凤庆小区,"碧江路501弄,"
链家有钥匙，舒适三室，好楼层，实地看房,12000元/月,3室 2厅,中区/10层,朝南,闵行 金汇,金汇丽舍,金汇路460弄
京州大楼，人气房源，看房方便，小户型,10800元/月,1室 2厅,中区/24层,朝西南,静安 静安寺,京州大楼,北京西路1585号
高清大图，闹中取静，适合自住，看房方便,4400元/月,2室 1厅,高区/6层,朝南,浦东 金桥,东陆新村七街坊,"五莲路1424弄,博兴路1663弄"
盛世年华，3室2厅，钥匙在店，有爱有家,14500元/月,3室 2厅,高区/25层,朝南北,浦东 源深,盛世年华,羽山路100弄
长宁路1488弄，简约二室，高区景观房，南北通透,5600元/月,2室 1厅,高区/6层,朝南北,长宁 中山公园,长宁路1488弄,长宁路1488弄4、17、19-27、3......
1室0厅1卫，真实在租，有钥匙，实地看房,3800元/月,1室 0厅,中区/4层,朝东北,长宁 新华路,文缘村,"新华路393弄,新华路413弄"
裕德大厦，人气房源，有钥匙，交通方便,8000元/月,2室 2厅,低区/24层,暂无数据,徐汇 徐家汇,裕德大厦,裕德路92弄1-11号
天池二村，1室1厅，低楼层，实地看房,4000元/月,1室 1厅,低区/6层,暂无数据,浦东 北蔡,天池二村,"莲园路8弄,莲园路18弄"
交通方便，钥匙在链家，南北通，高清大图,10500元/月,2室 2厅,低区/37层,朝南北,长宁 中山公园,虹桥馨苑,长宁路1666弄1-11号
桃浦七村雪松苑，2室1厅，交通便利，钥匙在店,4000元/月,2室 1厅,中区/6层,朝南,普陀 桃浦,桃浦七村雪松苑,雪松路458弄
番南小区，实地看房，有钥匙方便看，交通方便,4000元/月,1室 1厅,高区/7层,暂无数据,徐汇 徐家汇,番南小区,"番禺路1160弄,番禺路1161弄,番禺......"
看房有钥匙，真实在租，实地看房，上下楼方便,6500元/月,3室 2厅,低区/8层,朝南,普陀 长寿路,沙田花园,安远路728弄
新川公寓，地铁沿线，高区景观房，人气房源,4000元/月,2室 2厅,高区/5层,朝南,浦东 川沙,新川公寓,新川路603弄
延平路462弄，有钥匙房源，一室小户型，上门实拍,4500元/月,1室 0厅,中区/6层,朝南,静安 曹家渡,延平路462弄,延平路462弄
江南名庐，实地看房，近地铁，2室2厅,11000元/月,2室 2厅,中区/33层,暂无数据,普陀 武宁,江南名庐,白玉路98弄
政通路100弄，生活很便利，实地看房，空气清新,6300元/月,2室 0厅,中区/6层,暂无数据,杨浦 五角场,政通路100弄,政通路100弄
2室0厅，交通便利，高清大图，人气房源,8000元/月,2室 0厅,高区/4层,暂无数据,徐汇 衡山路,高邮路5弄,高邮路5弄
浦江世博家园十五街坊，有钥匙方便看，实地看房，交通方便,4300元/月,2室 1厅,高区/5层,暂无数据,闵行 浦江,浦江世博家园十五街坊,联航路2165弄
控江四村，上门实拍，近地铁，温馨一室,4200元/月,1室 1厅,低区/6层,朝东西,杨浦 黄兴公园,控江四村,松花江路977弄
张江汤臣豪园，实地看房，好楼层，有爱有家,14500元/月,2室 2厅,中区/11层,朝南,浦东 张江,张江汤臣豪园三期,晨晖路828弄
空气清新，看房有钥匙，适合自住，一链倾城,6900元/月,2室 1厅,中区/12层,朝南,虹口 曲阳,大连西路180号,大连西路180号
交通方便，链家房源，钥匙在店，高清大图,9200元/月,2室 2厅,中区/22层,暂无数据,闵行 金虹桥,天鸿公寓,吴中路677弄99支弄
看房方便，采光棒，适合自住，实地看房,4300元/月,2室 1厅,高区/6层,暂无数据,杨浦 黄兴公园,延吉七村,"延吉七村,营口路113弄"
蓝色港湾，实地看房，上下楼方便，有爱有家,7500元/月,3室 2厅,低区/6层,朝南北,闵行 古美,蓝色港湾（公寓）,龙茗路1458弄
生活很便利，两室户，实地看房，好房好心情,7500元/月,2室 2厅,中区/21层,暂无数据,闸北 大宁,悠和家园,洛川中路777弄
普陀四村，小户型，交通方便，看房方便,5000元/月,1室 0厅,中区/6层,暂无数据,普陀 武宁,普陀四村,普陀四村
高区采光好，交通方便，2室1厅，看房方便,8300元/月,2室 1厅,高区/23层,暂无数据,黄浦 黄浦滨江,通达大厦,乔家路19弄3号
平阳三街坊，视野开阔，有爱有家，简约二室,5000元/月,2室 2厅,高区/6层,暂无数据,闵行 古美,平阳三街坊,"平阳路1375弄,龙茗路701弄"
1室1厅，人气房源，链家有钥匙，视野很好,5200元/月,1室 1厅,高区/26层,朝北,闸北 西藏北路,海联公寓,西藏北路225弄
空气清新，3房出租，地铁沿线，有爱有家,5600元/月,3室 2厅,中区/11层,暂无数据,闵行 老闵行,南洋瑞都剑桥府邸（公寓）,金平路777弄1-167号
好房好心情，上下楼方便，交通便利，2室2厅1卫,5000元/月,2室 2厅,低区/12层,朝南,闵行 浦江,浦江智汇园,联航路1399弄
有钥匙房源，近地铁，简约二室，人气房源,3900元/月,2室 1厅,中区/6层,暂无数据,闵行 莘庄,沁春园一村,"莘西南路400弄,莘西南路380弄"
高区景观房，人气房源，看房方便，适合自住,5500元/月,2室 1厅,高区/6层,朝南,长宁 仙霞,水霞小区,"仙霞路579弄,"
华丽家族花园，人气房源，交通便利，看房有钥匙,12500元/月,3室 2厅,低区/16层,暂无数据,浦东 联洋,华丽家族花园,锦绣路666弄
上门实勘，人气房源，2室0厅，钥匙房,7000元/月,2室 0厅,低区/15层,朝西北,长宁 中山公园,宁定大楼,中山西路360号
杉林新月环林东路879弄，简约二室，低楼层，有钥匙房源,4700元/月,2室 1厅,低区/6层,暂无数据,浦东 三林,杉林新月环林东路879弄,环林东路879弄
玉兰路71弄，真实在租，生活很便利，上门实勘,5200元/月,1室 1厅,高区/6层,朝南,浦东 花木,玉兰路71弄,玉兰路71弄
近地铁，2室1厅，高区阳光房，钥匙在链家,8000元/月,2室 1厅,高区/24层,朝南,徐汇 徐家汇,裕德大厦,裕德路92弄1-11号
上海五月天，两室户，如您所见，有钥匙,12500元/月,2室 2厅,低区/34层,朝南,徐汇 徐家汇,上海五月天（公寓）,天钥桥路500弄1-3号
九歌上郡，好房待租，实地看房，上下楼方便,9900元/月,3室 2厅,低区/11层,暂无数据,闵行 静安新城,九歌上郡,宜山路2328弄
花苑村玉兰园，人气房源，交通方便，有爱有家,4700元/月,2室 1厅,高区/6层,朝南,徐汇 康健,花苑村玉兰园,桂江路77弄1-62号
莱诗邸，有钥匙方便看，链家房源，3房出租,23000元/月,3室 2厅,低区/33层,朝南北,徐汇 徐家汇,莱诗邸,南丹东路223弄
人气房源，南北户型，钥匙房，好楼层,8000元/月,3室 2厅,中区/12层,朝南北,闵行 古美,鸿发家园,"古美西路899弄,龙茗路513弄95支弄"
银都新村，低区出入方便，钥匙房，一链倾城,3000元/月,1室 1厅,低区/6层,暂无数据,闵行 颛桥,银都新村(1至7区),银都路3118弄1-7区
绿洲康城亲水湾，出行方便，看房方便，舒适三室,7900元/月,3室 2厅,高区/22层,暂无数据,浦东 御桥,绿洲康城亲水湾（中央区）,康桥路1558弄
享受好房，高清照片，人气房源，闹中取静,4700元/月,1室 1厅,高区/30层,暂无数据,徐汇 田林,钦州花苑,"钦州路840号,钦州路860号,钦州路8......"
天山河畔花园，3房出租，钥匙在店，视野很好,19500元/月,3室 2厅,高区/26层,暂无数据,长宁 天山,天山河畔花园,水城路883弄
高清实拍，生活很便利，上下楼方便，南北通透,6000元/月,2室 0厅,低区/6层,朝南北,浦东 源深,梅园六街坊,商城路1177弄
两室户，高清大图，链家房源，有钥匙,11500元/月,2室 2厅,中区/29层,朝西南,徐汇 徐家汇,四季园,东安路149弄
路劲上海派，放心好房，适合自住，视野开阔,3300元/月,2室 2厅,高区/17层,朝南,嘉定 安亭,路劲上海派,"荣轩路60弄,"
闹中取静，实地看房，钥匙在店，好房好心情,4600元/月,1室 2厅,高区/22层,朝南,普陀 甘泉宜川,西部大楼,志丹路97弄
近地铁，链家有钥匙，高区景观房，人气房源,7500元/月,2室 2厅,高区/6层,暂无数据,浦东 源深,桃林一小区,灵山路600弄
钥匙房，上门实拍，附近有地铁，放心好房,18000元/月,3室 2厅,低区/32层,暂无数据,浦东 源深,香榭丽花园,松林路333弄
鞍山一村，享受好房，高清实拍，地铁沿线,3000元/月,1室 0厅,中区/5层,暂无数据,杨浦 鞍山,鞍山一村,"本溪路141弄,锦西路30弄"
联洋花园，高清大图，人气房源，南北户型,14500元/月,3室 2厅,高区/11层,朝南北,浦东 联洋,联洋花园（三期）,丁香路1089弄
凯欣豪园，空气清新，近地铁，2室2厅1卫,17000元/月,2室 2厅,中区/35层,朝南,长宁 中山公园,凯欣豪园,汇川路88弄
雅景公寓，南北通透，放心好房，看房有钥匙,14000元/月,3室 2厅,中区/14层,朝南北,浦东 源深,雅景公寓,羽山路400弄1-2号
马厂路63号，好楼层，一室小户型，如您所见,4000元/月,1室 0厅,中区/7层,暂无数据,虹口 北外滩,马厂路63号,马厂路63号
地铁沿线，低区出入方便，钥匙房，2室2厅1卫,9000元/月,2室 2厅,低区/31层,朝南,静安 江宁路,静安晶华园,陕西北路1155弄
有钥匙房源，高清实拍，采光好，1室1厅,4200元/月,1室 1厅,高区/7层,暂无数据,普陀 武宁,中山北路3904弄,中山北路3904弄
实地看房，一链倾城，适合自住，空气清新,6900元/月,2室 2厅,中区/27层,朝南,闵行 古美,古美公寓,平阳路300弄9-10号
古北玛瑙园，有钥匙方便看，实地看房，近地铁,27000元/月,4室 2厅,高区/18层,暂无数据,长宁 古北,古北玛瑙园,玛瑙路58弄
金港花园，一链倾城，看房有钥匙，高区采光好,6500元/月,3室 2厅,高区/14层,暂无数据,松江 泗泾,金港花园（公寓）,"横港路155弄,古楼公路348弄"
上门实拍，实地看房，空气清新，有钥匙,6000元/月,2室 1厅,中区/6层,朝南北,普陀 长寿路,正红里,昌化路994弄
澳门小区，实地看房，看房方便，一室小户型,4300元/月,1室 1厅,低区/6层,朝东,普陀 长寿路,澳门小区,澳门路660弄
高区采光好，实地看房，看房有钥匙，3房出租,3500元/月,3室 2厅,高区/18层,暂无数据,青浦 赵巷,绿地新里派克公馆,秀淳路233弄
好房待租，采光好，交通方便，钥匙在店,4200元/月,2室 0厅,高区/6层,暂无数据,杨浦 中原,中原路99弄,中原路99弄
竹园高层，如您所见，3房出租，采光棒,8600元/月,3室 1厅,高区/22层,暂无数据,浦东 源深,竹园高层,"张杨路1050弄,"
永新城，看房方便，高清照片，精致户型,19000元/月,2室 2厅,低区/33层,暂无数据,徐汇 徐家汇,永新城,辛耕路81弄
北海新苑，有爱有家，人气房源，高清照片,3500元/月,1室 1厅,高区/6层,暂无数据,闸北 阳城,北海新苑,沪太路1188弄1-26号
永久城市花园，钥匙在链家，近地铁，一链倾城,5600元/月,2室 2厅,低区/13层,暂无数据,浦东 外高桥,永久城市花园,季景路259弄
沁春园二村，交通方便，两室户，有钥匙房源,4600元/月,2室 1厅,中区/6层,暂无数据,闵行 莘庄,沁春园二村,莘西南路155弄
